Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,125.80,130.00,122.50,123.90,126.450062934384063919,18273,511,2310622.00,11379,62.27,7.50,-1.90
5-January-2021,121.00,125.10,121.00,123.25,123.624121191831268831,11948,331,1477061.00,10153,84.98,4.10,2.25
4-January-2021,127.55,127.55,122.65,124.50,124.907158152340165188,6538,401,816643.00,3843,58.78,4.90,-3.05
1-January-2021,128.00,128.65,124.10,126.05,126.556048544956283439,7663,407,969799.00,3867,50.46,4.55,-1.95
31-December-2020,118.25,128.50,118.00,127.55,125.482624670443708980,71308,3347,8947915.00,50411,70.69,10.50,9.30
30-December-2020,118.00,120.55,117.25,119.90,118.937928254735993550,2481,94,295085.00,2301,92.74,3.30,1.90
29-December-2020,123.00,123.00,116.30,117.85,117.483169792572351260,8051,265,945857.00,5485,68.13,6.70,-5.15
28-December-2020,118.00,122.00,115.95,116.95,118.186255779826674419,36117,1080,4268533.00,23306,64.53,6.05,-1.05
24-December-2020,120.85,120.85,116.50,117.05,117.447124438649862378,13806,304,1621475.00,12352,89.47,4.35,-3.80
23-December-2020,118.40,120.85,118.40,119.05,119.656668017835427644,2467,132,295193.00,1521,61.65,2.45,0.65
22-December-2020,112.50,118.40,112.50,117.50,115.985995390888140400,5641,291,654277.00,3936,69.77,5.90,5.00
21-December-2020,119.85,121.00,114.00,114.90,116.165365213184990670,14471,441,1681029.00,11731,81.07,7.00,-4.95
18-December-2020,121.95,121.95,119.00,119.75,120.008514881865602945,13036,206,1564431.00,11775,90.33,2.95,-2.20
17-December-2020,116.00,123.90,116.00,121.75,121.650079829696647152,22548,815,2742966.00,16603,73.63,7.90,5.75
16-December-2020,123.60,124.00,120.25,121.40,121.632493395651290388,9842,476,1197107.00,7486,76.06,3.75,-2.20
15-December-2020,121.95,123.90,121.50,122.05,122.195825771324863883,5510,324,673299.00,4485,81.40,2.40,0.10
14-December-2020,121.00,125.75,121.00,123.60,123.400456919060052219,9192,529,1134297.00,5564,60.53,4.75,2.60
11-December-2020,123.50,127.40,120.00,123.55,125.337674164465895637,10981,362,1376333.00,7115,64.79,7.40,0.05
10-December-2020,130.00,131.00,123.00,124.50,125.501940639269406392,8760,278,1099397.00,4579,52.27,8.00,-5.50
9-December-2020,126.10,129.00,123.00,127.55,126.211915535444947209,6630,326,836785.00,3656,55.14,6.00,1.45
8-December-2020,129.90,130.75,121.10,126.50,125.599109674665365734,32797,887,4119274.00,25968,79.18,9.65,-3.40
7-December-2020,125.00,131.50,125.00,129.90,128.572892309000467667,23521,661,3024163.00,16903,71.86,6.50,4.90
4-December-2020,117.00,122.20,116.50,122.00,120.791894483938264403,101141,1094,12217013.00,95979,94.90,5.70,5.00
3-December-2020,115.95,122.00,115.00,117.25,118.224853213844252163,25888,1226,3060605.00,16257,62.80,7.00,1.30
2-December-2020,120.20,122.00,114.00,115.40,116.101084728390843867,23416,562,2718623.00,14720,62.86,8.00,-4.80
1-December-2020,121.30,124.40,120.35,121.50,121.974416471307715829,9811,447,1196691.00,7144,72.82,4.05,0.20
27-November-2020,122.60,123.80,115.50,122.45,121.207670654468684025,14210,512,1722361.00,8894,62.59,8.30,-0.15
26-November-2020,121.00,123.10,121.00,121.20,121.608250937606546198,2933,134,356677.00,1884,64.23,2.10,0.20
25-November-2020,124.10,127.30,120.10,121.20,122.497463155351534187,4139,292,507017.00,2927,70.72,7.20,-2.90
24-November-2020,132.95,132.95,125.00,125.70,127.148536036036036036,17760,622,2258158.00,8770,49.38,7.95,-7.25
23-November-2020,125.00,131.00,124.75,128.65,127.499044481054365733,15175,993,1934798.00,10369,68.33,6.25,3.65
20-November-2020,129.35,131.70,127.00,128.20,128.984194977843426883,6770,449,873223.00,3984,58.85,4.70,-1.15
19-November-2020,130.60,133.00,128.10,129.10,130.566530763528539659,10792,579,1409074.00,7998,74.11,4.90,-1.50
18-November-2020,133.65,134.55,130.70,133.50,132.947761194029850746,3752,240,498820.00,2639,70.34,3.85,-0.15
17-November-2020,131.60,133.00,127.75,131.75,130.380600988969189806,13145,785,1713853.00,10209,77.66,5.25,0.15
14-November-2020,133.00,133.00,127.45,131.05,130.481208548268238761,5428,206,708252.00,3678,67.76,5.55,-1.95
13-November-2020,129.95,131.20,126.00,129.50,128.936957449836345524,7027,455,906040.00,5294,75.34,5.20,-0.45
12-November-2020,132.85,133.70,124.00,126.35,127.965470548408937034,8862,421,1134030.00,5629,63.52,9.70,-6.50
11-November-2020,132.00,133.20,130.90,130.90,131.950888192267502612,957,72,126277.00,655,68.44,2.30,-1.10
10-November-2020,133.05,136.00,131.85,132.05,133.349163622380311478,5201,320,693549.00,3209,61.70,4.15,-1.00
