Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,237.55,237.55,237.55,237.55,237.549912972253506706,9767,29,2320150.00,9767,100.00,0.00,0.00
5-January-2021,226.25,226.25,226.25,226.25,226.249816311535635562,4083,33,923778.00,4083,100.00,0.00,0.00
4-January-2021,215.50,215.50,215.50,215.50,215.499846201168871116,3251,21,700590.00,3251,100.00,0.00,0.00
1-January-2021,205.25,205.25,205.25,205.25,205.249936045024302890,3909,24,802322.00,3909,100.00,0.00,0.00
31-December-2020,195.50,195.50,195.50,195.50,195.499794661190965092,2435,27,476042.00,2435,100.00,0.00,0.00
30-December-2020,186.20,186.20,184.70,186.20,186.183160356673001023,47887,304,8915753.00,43379,90.59,1.50,0.00
29-December-2020,177.35,177.35,177.35,177.35,177.349975684875992867,12338,32,2188144.00,12337,99.99,0.00,0.00
28-December-2020,168.95,168.95,168.95,168.95,168.949977866312527667,9036,26,1526632.00,9036,100.00,0.00,0.00
24-December-2020,163.95,163.95,154.05,160.95,160.565128900949796472,2948,56,473346.00,2689,91.21,9.90,-3.00
23-December-2020,153.00,157.50,150.50,157.05,154.909725299069561364,9028,59,1398525.00,7976,88.35,7.00,4.05
22-December-2020,147.80,150.40,145.00,150.20,149.971476160732875286,4803,49,720313.00,4740,98.69,5.40,2.40
21-December-2020,149.90,156.60,141.75,143.25,152.742103112045308577,17127,118,2616014.00,10192,59.51,14.85,-6.65
18-December-2020,153.95,153.95,143.50,149.20,146.242888612201896370,10441,71,1526922.00,6062,58.06,10.45,-4.75
17-December-2020,158.95,158.95,146.55,148.80,149.199572779981690570,3277,35,488927.00,3186,97.22,12.40,-10.15
16-December-2020,159.00,159.00,148.50,154.25,155.586734693877551020,392,15,60990.00,332,84.69,10.50,-4.75
15-December-2020,160.00,160.00,150.20,153.40,152.796661001699490152,10003,101,1528425.00,7759,77.57,9.80,-6.60
14-December-2020,151.70,162.90,151.55,158.10,157.396960056557087310,2829,41,445276.00,2600,91.91,11.35,6.40
11-December-2020,159.00,160.50,147.65,156.05,155.605899705014749262,3390,55,527504.00,3092,91.21,12.85,-2.95
10-December-2020,161.00,161.00,152.00,155.10,155.319921639541892706,6636,40,1030703.00,6111,92.09,9.00,-5.90
9-December-2020,156.70,156.70,149.80,153.35,154.453891918691125433,4034,36,623067.00,3382,83.84,6.90,-3.35
8-December-2020,149.00,153.80,149.00,149.25,150.093028904542142336,4117,39,617933.00,4089,99.32,4.80,0.25
7-December-2020,145.70,153.05,145.10,148.00,150.825319362709918185,6967,55,1050800.00,6676,95.82,7.95,2.30
4-December-2020,145.80,145.80,141.00,145.80,145.592173017507723995,4855,23,706850.00,4755,97.94,4.80,0.00
3-December-2020,137.60,143.15,137.60,142.95,142.560585276634659350,2187,54,311780.00,1973,90.21,5.55,5.35
2-December-2020,143.20,144.25,140.35,140.35,140.907432740538075695,2193,54,309010.00,2122,96.76,3.90,-2.85
1-December-2020,144.00,148.95,143.20,143.20,144.914969774101177219,12572,81,1821871.00,12379,98.46,5.75,-0.80
27-November-2020,146.00,149.95,145.95,146.10,146.237558685446009389,2130,30,311486.00,1982,93.05,4.00,0.10
26-November-2020,148.90,154.45,148.90,148.90,148.901069518716577540,4862,28,723957.00,4862,100.00,5.55,0.00
25-November-2020,153.00,154.80,151.90,151.90,152.024139844617092119,3604,37,547895.00,3601,99.92,2.90,-1.10
24-November-2020,155.95,156.00,155.00,155.00,155.178787878787878787,660,12,102418.00,610,92.42,1.00,-0.95
23-November-2020,150.75,156.45,150.40,155.00,154.986617443470235348,4334,36,671712.00,3685,85.03,6.05,4.25
20-November-2020,156.60,159.00,153.45,153.45,157.458231954582319545,6165,38,970730.00,5969,96.82,5.55,-3.15
19-November-2020,158.95,159.50,153.50,156.55,154.649757388619320688,2267,53,350591.00,1837,81.03,6.00,-2.40
18-November-2020,158.05,162.90,156.60,156.60,158.821164646763227904,3383,44,537292.00,2604,76.97,6.30,-1.45
17-November-2020,162.75,162.75,156.90,159.75,161.614105793450881612,1985,49,320804.00,1923,96.88,5.85,-3.00
14-November-2020,161.85,161.85,156.10,159.60,159.600000000000000000,1340,11,213864.00,1339,99.93,5.75,-2.25
13-November-2020,161.55,161.55,155.25,158.70,156.461538461538461538,1638,41,256284.00,1378,84.13,6.30,-2.85
12-November-2020,153.55,159.65,153.55,158.40,154.072550081212777476,11082,87,1707432.00,10438,94.19,6.10,4.85
11-November-2020,156.65,156.65,156.65,156.65,156.649791231732776617,1916,9,300141.00,1916,100.00,0.00,0.00
10-November-2020,159.80,159.80,159.80,159.80,159.799158780231335436,951,10,151969.00,951,100.00,0.00,0.00
9-November-2020,163.20,163.20,163.05,163.05,163.050045358330813426,6614,39,1078413.00,6109,92.36,0.15,-0.15
6-November-2020,166.35,171.80,166.35,166.35,166.455583756345177664,2364,41,393501.00,2220,93.91,5.45,0.00
