Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,11.83,11.83,11.83,11.83,11.829998075812969020,280638,559,3319947.00,280638,100.00,0.00,0.00
5-January-2021,11.27,11.27,10.21,11.27,11.205247203537384289,319332,904,3578194.00,319332,100.00,1.06,0.00
4-January-2021,10.74,10.74,10.74,10.74,10.739997523458352824,290728,578,3122418.00,290728,100.00,0.00,0.00
1-January-2021,10.23,10.23,9.27,10.23,9.840200268193214441,1699521,3646,16723627.00,1699521,100.00,0.96,0.00
31-December-2020,9.75,9.75,9.75,9.75,9.750000000000000000,118744,169,1157754.00,118744,100.00,0.00,0.00
30-December-2020,9.29,9.29,9.29,9.29,9.289997513447016790,152822,211,1419716.00,152822,100.00,0.00,0.00
29-December-2020,8.85,8.85,8.85,8.85,8.849993815453121134,97016,153,858591.00,97016,100.00,0.00,0.00
28-December-2020,8.43,8.43,8.43,8.43,8.429994827363248415,154660,251,1303783.00,154660,100.00,0.00,0.00
24-December-2020,7.27,8.03,7.27,8.03,7.688316764634853769,803322,1681,6176194.00,803322,100.00,0.76,0.76
23-December-2020,7.65,7.65,7.65,7.65,7.649998749593617925,239922,1108,1835403.00,239922,100.00,0.00,0.00
22-December-2020,8.05,8.05,8.05,8.05,8.049998821755113582,169744,760,1366439.00,169744,100.00,0.00,0.00
21-December-2020,8.47,8.47,8.47,8.47,8.469996938198311338,192697,987,1632143.00,192697,100.00,0.00,0.00
18-December-2020,8.91,8.91,8.91,8.91,8.909999565425231411,207099,1112,1845252.00,207099,100.00,0.00,0.00
17-December-2020,9.37,9.37,9.37,9.37,9.369999454237843147,476398,1859,4463849.00,476398,100.00,0.00,0.00
16-December-2020,10.88,10.88,9.86,9.86,10.509611704789661161,1358760,3078,14280040.00,1358760,100.00,1.02,-1.02
15-December-2020,10.37,10.37,10.37,10.37,10.369999547777325555,110565,225,1146559.00,110565,100.00,0.00,0.00
14-December-2020,9.88,9.88,9.88,9.88,9.879996127568943102,72306,114,714383.00,72306,100.00,0.00,0.00
11-December-2020,9.41,9.41,9.41,9.41,9.409996457872617440,104457,178,982940.00,104457,100.00,0.00,0.00
10-December-2020,8.97,8.97,8.97,8.97,8.969981612352954208,45139,88,404896.00,45139,100.00,0.00,0.00
9-December-2020,8.55,8.55,8.55,8.55,8.549995712938352053,174945,162,1495779.00,174945,100.00,0.00,0.00
8-December-2020,8.15,8.15,8.15,8.15,8.149995038534052194,151165,71,1231994.00,151165,100.00,0.00,0.00
7-December-2020,7.77,7.77,7.77,7.77,7.769997798118964486,31791,58,247016.00,31791,100.00,0.00,0.00
4-December-2020,7.40,7.40,7.40,7.40,7.399975766387980128,33012,70,244288.00,33012,100.00,0.00,0.00
3-December-2020,7.26,7.26,7.26,7.26,7.259949421003593770,15026,52,109088.00,15026,100.00,0.00,0.00
2-December-2020,7.12,7.12,7.12,7.12,7.119998424700693131,25392,57,180791.00,25392,100.00,0.00,0.00
1-December-2020,6.99,6.99,6.99,6.99,6.989988132484626173,46345,79,323951.00,46345,100.00,0.00,0.00
27-November-2020,6.86,6.86,6.86,6.86,6.859982316534040671,28275,44,193966.00,28275,100.00,0.00,0.00
26-November-2020,6.73,6.73,6.73,6.73,6.729978617248752672,35075,66,236054.00,35075,100.00,0.00,0.00
25-November-2020,6.60,6.60,6.60,6.60,6.599998593896102983,142237,185,938764.00,142237,100.00,0.00,0.00
24-November-2020,6.48,6.48,6.48,6.48,6.479960127922913984,24077,51,156018.00,24077,100.00,0.00,0.00
23-November-2020,6.36,6.36,6.36,6.36,6.359977804386554131,34241,104,217772.00,34241,100.00,0.00,0.00
20-November-2020,6.24,6.24,6.24,6.24,6.239993776498502469,51418,115,320848.00,51418,100.00,0.00,0.00
