Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,92.85,98.90,92.30,97.20,95.928233312487732287,219071,2629,21015094.00,87638,40.00,6.60,4.35
5-January-2021,91.00,95.20,87.50,94.60,92.748361080841690607,171607,2552,15916268.00,75877,44.22,7.70,3.60
4-January-2021,90.55,92.00,88.85,89.10,89.609383874552413878,40495,808,3628732.00,24994,61.72,3.15,-1.45
1-January-2021,90.00,91.85,89.10,90.00,90.374000424598400679,14131,500,1277075.00,9594,67.89,2.75,0.00
31-December-2020,89.35,90.80,88.15,89.60,89.570860735708607357,13837,217,1239392.00,9214,66.59,2.65,0.25
30-December-2020,90.00,91.75,88.00,89.55,89.797211923476197538,33715,687,3027513.00,21563,63.96,3.75,-0.45
29-December-2020,92.00,92.30,88.85,89.40,89.856071404330414715,58932,931,5295398.00,21447,36.39,3.45,-2.60
28-December-2020,91.95,95.00,90.30,91.75,92.025157474266400368,78108,1286,7187901.00,50314,64.42,4.70,-0.20
24-December-2020,89.85,95.00,89.85,91.95,93.076451987494417150,279875,5382,26049772.00,127240,45.46,5.15,2.10
23-December-2020,81.00,91.50,77.00,87.50,86.478767250777780732,75214,2153,6504414.00,49327,65.58,14.50,6.50
22-December-2020,75.05,83.50,74.30,81.80,79.293642988063838347,89476,1701,7094878.00,39080,43.68,9.20,6.75
21-December-2020,87.05,89.60,74.15,77.15,81.530778243128593937,74257,1412,6054231.00,47450,63.90,15.45,-9.90
18-December-2020,85.05,91.40,82.90,87.60,87.629269685066126598,73571,1783,6446973.00,19935,27.10,8.50,2.55
17-December-2020,89.10,90.40,84.70,85.15,86.811863973408335464,39110,899,3395212.00,25274,64.62,5.70,-3.95
16-December-2020,90.00,91.00,86.00,86.65,87.310254986545936018,46826,938,4088390.00,34492,73.66,5.00,-3.35
15-December-2020,90.75,93.00,88.15,89.30,89.931090894218796862,110029,1702,9895028.00,68214,62.00,4.85,-1.45
14-December-2020,86.90,95.35,85.20,90.40,90.078973721645619675,389446,6545,35080896.00,160267,41.15,10.15,3.50
11-December-2020,74.40,85.95,72.50,83.50,82.094059072865504945,445890,7960,36604920.00,150385,33.73,13.45,9.10
10-December-2020,74.95,74.95,70.55,72.65,72.301535468630584311,14393,347,1040636.00,8706,60.49,4.40,-2.30
9-December-2020,75.85,76.15,74.90,75.40,75.550454995945580682,22198,453,1677069.00,14347,64.63,1.25,-0.45
8-December-2020,77.00,77.25,73.55,76.05,75.719125635375989877,45839,556,3470889.00,28664,62.53,3.70,-0.95
7-December-2020,71.80,78.40,71.50,76.60,76.437682448458310527,87696,1348,6703279.00,45284,51.64,6.90,4.80
4-December-2020,74.00,74.00,71.10,71.60,72.062928720548762302,36883,732,2657897.00,19832,53.77,2.90,-2.40
3-December-2020,72.75,74.50,72.60,73.80,73.670391901373158264,19954,446,1470019.00,12298,61.63,1.90,1.05
2-December-2020,72.05,74.15,71.20,71.95,72.472488536890370987,19192,473,1390892.00,15184,79.12,2.95,-0.10
1-December-2020,71.00,74.20,71.00,73.40,72.934540774110508412,43508,1069,3173236.00,26081,59.95,3.20,2.40
27-November-2020,67.55,72.85,67.25,70.85,70.073019700249335561,36497,694,2557455.00,19093,52.31,5.60,3.30
26-November-2020,67.35,67.90,67.10,67.35,67.477394836849692045,7631,140,514920.00,5820,76.27,0.80,0.00
25-November-2020,69.40,70.00,67.00,67.15,67.515630119929222098,15259,352,1030221.00,11983,78.53,3.00,-2.25
24-November-2020,68.20,69.45,68.00,68.60,68.765251072070825840,7229,186,497104.00,5251,72.64,1.45,0.40
23-November-2020,68.00,68.35,67.35,67.90,67.733861615771163509,10348,248,700910.00,6544,63.24,1.00,-0.10
20-November-2020,68.75,68.75,67.75,67.95,68.131126354508400437,10059,248,685331.00,6589,65.50,1.00,-0.80
19-November-2020,69.35,69.50,67.55,68.20,68.799768805218396499,24222,316,1666468.00,18577,76.69,1.95,-1.15
18-November-2020,69.05,69.05,67.50,67.95,67.934208807003789363,15306,462,1039801.00,8907,58.19,1.55,-1.10
17-November-2020,69.10,69.75,68.05,68.60,68.841457858769931662,8780,234,604428.00,4849,55.23,1.70,-0.50
14-November-2020,69.60,69.60,68.50,69.20,69.090430861723446893,3992,78,275809.00,3085,77.28,1.10,-0.40
