Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,1306.10,1327.20,1267.45,1279.00,1294.993064182194616977,19320,1865,25019266.00,14412,74.60,59.75,-27.10
5-January-2021,1295.00,1324.15,1287.65,1292.15,1309.377972582299729553,10723,1034,14040460.00,7956,74.20,36.50,-2.85
4-January-2021,1291.00,1318.95,1257.60,1307.45,1287.205443828016643550,5768,1064,7424601.00,2817,48.84,61.35,16.45
1-January-2021,1292.20,1314.00,1283.05,1287.80,1292.589649551752241238,2454,341,3172015.00,1010,41.16,30.95,-4.40
31-December-2020,1284.00,1318.00,1281.65,1288.80,1303.219821868485882129,5277,584,6877091.00,2800,53.06,36.35,4.80
30-December-2020,1260.00,1297.50,1234.90,1284.15,1271.762954262816084012,14474,1475,18407497.00,8615,59.52,62.60,24.15
29-December-2020,1253.00,1274.00,1205.00,1253.80,1239.372609819121447028,7740,933,9592744.00,3280,42.38,69.00,0.80
28-December-2020,1222.25,1253.65,1206.45,1247.40,1234.905369301042833749,11603,1866,14328607.00,7768,66.95,47.20,25.15
24-December-2020,1193.85,1226.75,1187.90,1222.35,1212.728384326938753328,18401,2012,22315415.00,10338,56.18,38.85,28.50
23-December-2020,1154.10,1235.60,1152.95,1193.85,1194.980487804878048780,14760,2412,17637912.00,8561,58.00,82.65,39.75
22-December-2020,1120.00,1172.95,1111.15,1147.60,1161.867179980750721847,115329,1745,133996980.00,103520,89.76,61.80,27.60
21-December-2020,1125.00,1164.90,1107.55,1147.45,1135.340828473516503336,16633,1318,18884124.00,9211,55.38,57.35,22.45
18-December-2020,1125.35,1142.00,1078.00,1125.80,1116.332853302611367127,10416,1418,11627723.00,5097,48.93,64.00,0.45
17-December-2020,1135.00,1144.70,1123.00,1129.55,1128.404550379198266522,13845,1206,15622761.00,9535,68.87,21.70,-5.45
16-December-2020,1110.05,1138.50,1106.30,1127.85,1127.947106296350152682,27508,1847,31027569.00,15215,55.31,32.20,17.80
15-December-2020,1094.95,1118.00,1054.05,1104.75,1100.993670699755659571,237783,2366,261797578.00,206900,87.01,63.95,9.80
14-December-2020,1078.90,1084.50,1054.00,1078.55,1073.907536536440920813,10469,1070,11242738.00,6134,58.59,30.50,-0.35
11-December-2020,1058.05,1071.15,1048.00,1063.75,1059.443549897023029395,10682,1545,11316976.00,2565,24.01,23.15,5.70
10-December-2020,1055.00,1068.00,1010.30,1056.10,1034.716218816135445392,15593,1143,16134330.00,8007,51.35,57.70,1.10
9-December-2020,1032.00,1064.35,1020.00,1057.55,1052.203731557083512390,27924,1886,29381737.00,17875,64.01,44.35,25.55
8-December-2020,1062.95,1063.00,1013.00,1028.95,1032.031153714481342006,5842,852,6029126.00,2899,49.62,50.00,-34.00
7-December-2020,993.90,1064.50,975.10,1053.55,1025.753285215979641533,45583,4059,46756912.00,23475,51.50,89.40,59.65
4-December-2020,969.95,987.00,962.00,977.80,978.293037974683544303,4740,522,4637109.00,2370,50.00,25.00,7.85
3-December-2020,974.05,974.05,958.00,960.30,962.906048906048906048,2331,259,2244534.00,1435,61.56,16.05,-13.75
2-December-2020,998.40,998.40,968.00,969.60,979.723761393376049093,11081,1215,10856319.00,4728,42.67,30.40,-28.80
1-December-2020,945.00,987.00,937.25,982.30,967.843687105863410707,14906,1447,14426678.00,8552,57.37,49.75,37.30
27-November-2020,943.00,956.70,943.00,949.35,950.596663932184850970,3657,394,3476332.00,1724,47.14,13.70,6.35
26-November-2020,946.00,960.00,925.00,942.75,942.469584923664122137,8384,785,7901665.00,2910,34.71,35.00,-3.25
25-November-2020,960.05,968.00,940.10,942.70,950.314926660914581535,2318,256,2202830.00,756,32.61,27.90,-17.35
24-November-2020,938.00,967.00,934.70,953.00,950.381904069767441860,5504,579,5230902.00,1896,34.45,32.30,15.00
23-November-2020,940.90,949.00,922.50,934.70,935.243641501816713766,4954,557,4633197.00,1759,35.51,26.50,-6.20
20-November-2020,918.00,948.10,917.60,940.90,936.782286173920815086,11189,1284,10481657.00,5410,48.35,30.50,22.90
19-November-2020,959.00,978.85,908.55,917.60,945.012842210054753608,20090,2112,18985308.00,12263,61.04,70.30,-41.40
18-November-2020,980.00,980.00,945.25,951.95,958.336187068745208280,7826,884,7499939.00,3082,39.38,34.75,-28.05
17-November-2020,1018.70,1025.00,972.00,985.65,989.367096243487798190,18235,2475,18041109.00,5532,30.34,53.00,-33.05
14-November-2020,1014.00,1027.90,1003.30,1021.55,1019.700168101472161377,19631,692,20017734.00,13650,69.53,24.60,7.55
13-November-2020,1053.00,1097.15,1000.00,1018.65,1018.867684974802426410,666334,2381,678906180.00,544239,81.68,97.15,-34.35
12-November-2020,1022.00,1060.00,1022.00,1053.50,1053.553253859683408247,5117,780,5391032.00,2489,48.64,38.00,31.50
11-November-2020,1056.25,1066.45,1028.50,1040.20,1043.883944678292242934,3326,427,3471958.00,2032,61.09,37.95,-16.05
10-November-2020,1074.25,1077.30,1035.70,1044.00,1059.353556126820908311,5835,676,6181328.00,3979,68.19,41.60,-30.25
9-November-2020,1109.60,1110.65,1054.00,1078.90,1079.890347764371894960,11272,1316,12172524.00,7170,63.61,56.65,-30.70
6-November-2020,1077.55,1142.00,1077.55,1099.10,1118.829435709154760954,12529,1856,14017814.00,6116,48.81,64.45,21.55
5-November-2020,1093.90,1093.90,1064.85,1072.95,1075.997747022851625362,3107,559,3343125.00,1888,60.77,29.05,-20.95
4-November-2020,1097.85,1097.85,1058.00,1067.60,1073.558921070086225956,4523,768,4855707.00,2370,52.40,39.85,-30.25
3-November-2020,1148.95,1148.95,1057.60,1068.95,1082.459745762711864406,3776,738,4087368.00,2039,54.00,91.35,-80.00
2-November-2020,1143.95,1155.25,1092.05,1100.95,1119.089302325581395348,3225,490,3609063.00,1546,47.94,63.20,-43.00
