Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,253.70,261.95,249.00,252.05,256.493710300161913065,16058,1003,4118776.00,9570,59.60,12.95,-1.65
5-January-2021,247.75,257.95,247.75,252.55,253.280098522167487684,10150,674,2570793.00,7618,75.05,10.20,4.80
4-January-2021,257.00,257.00,246.05,250.65,251.334200034668053388,5769,338,1449947.00,3455,59.89,10.95,-6.35
1-January-2021,250.00,255.00,248.95,250.00,252.052163742690058479,4275,283,1077523.00,3328,77.85,6.05,0.00
31-December-2020,248.70,251.90,247.05,249.15,249.884188418841884188,3333,134,832864.00,2849,85.48,4.85,0.45
30-December-2020,249.00,253.00,245.10,247.50,248.948087431693989071,1464,112,364460.00,1024,69.95,7.90,-1.50
29-December-2020,252.00,255.00,246.55,248.00,250.800319148936170212,9400,593,2357523.00,7455,79.31,8.45,-4.00
28-December-2020,242.55,243.30,240.25,240.30,241.395796847635726795,571,90,137837.00,417,73.03,3.05,-2.25
24-December-2020,240.85,244.90,239.00,239.80,241.082945013979496738,1073,128,258682.00,767,71.48,5.90,-1.05
23-December-2020,239.45,242.10,237.00,238.10,238.723684210526315789,608,81,145144.00,481,79.11,5.10,-1.35
22-December-2020,240.05,240.05,224.05,233.10,232.558213378492802709,4724,297,1098605.00,3704,78.41,16.00,-6.95
21-December-2020,249.80,250.30,229.00,233.10,243.008664475649835673,3347,202,813350.00,2100,62.74,21.30,-16.70
18-December-2020,257.85,258.00,250.25,253.05,252.725595238095238095,1680,187,424579.00,1155,68.75,7.75,-4.80
17-December-2020,254.95,261.70,254.95,257.35,257.426666666666666666,900,94,231684.00,685,76.11,6.75,2.40
16-December-2020,255.05,260.00,251.05,256.30,257.718184807629069385,6082,614,1567442.00,4124,67.81,8.95,1.25
15-December-2020,251.90,269.00,250.35,254.40,256.257305773342836778,9821,577,2516703.00,5321,54.18,18.65,2.50
14-December-2020,252.65,252.85,250.20,251.80,251.407582938388625592,3587,308,901799.00,2450,68.30,2.65,-0.85
11-December-2020,254.95,257.00,250.10,251.25,252.606934431857191898,2913,279,735844.00,2021,69.38,6.90,-3.70
10-December-2020,254.70,258.00,252.60,253.00,254.450572761985574883,4714,370,1199480.00,2101,44.57,5.40,-1.70
9-December-2020,266.00,266.00,254.15,254.50,256.251210653753026634,1652,182,423327.00,1186,71.79,11.85,-11.50
8-December-2020,259.30,265.35,254.60,257.65,259.140947851754673663,12196,740,3160483.00,8507,69.75,10.75,-1.65
7-December-2020,261.05,262.30,258.10,259.80,259.399918300653594771,2448,170,635011.00,1424,58.17,4.20,-1.25
4-December-2020,267.65,268.20,258.00,261.55,263.057673019057171514,3988,314,1049074.00,2464,61.79,10.20,-6.10
3-December-2020,253.00,272.00,249.40,264.05,265.577594496634366447,27038,2852,7180687.00,11771,43.54,22.60,11.05
2-December-2020,258.00,265.00,249.00,252.15,255.019422131638892219,16682,1040,4254234.00,12462,74.70,16.00,-5.85
1-December-2020,240.05,266.00,236.10,256.15,255.777399731931126920,38796,2757,9923140.00,21010,54.16,29.90,16.10
