Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,2.78,2.83,2.78,2.83,2.801265822784810126,2370,8,6639.00,2370,100.00,0.05,0.05
5-January-2021,2.84,2.84,2.70,2.70,2.737810218978102189,6850,8,18754.00,6150,89.78,0.14,-0.14
4-January-2021,2.64,2.75,2.64,2.75,2.717816404128191200,3682,8,10007.00,3282,89.14,0.11,0.11
1-January-2021,2.66,2.75,2.66,2.75,2.726497504159733777,4808,8,13109.00,4808,100.00,0.09,0.09
31-December-2020,2.62,2.62,2.62,2.62,2.618604651162790697,430,2,1126.00,430,100.00,0.00,0.00
30-December-2020,2.55,2.63,2.55,2.56,2.565000000000000000,5000,6,12825.00,4500,90.00,0.08,0.01
29-December-2020,2.40,2.52,2.40,2.52,2.464615384615384615,6500,6,16020.00,6500,100.00,0.12,0.12
22-December-2020,2.40,2.40,2.40,2.40,2.399729912221471978,1481,7,3554.00,1481,100.00,0.00,0.00
21-December-2020,2.52,2.52,2.52,2.52,2.519047619047619047,420,3,1058.00,420,100.00,0.00,0.00
18-December-2020,2.60,2.60,2.60,2.60,2.600000000000000000,120,1,312.00,120,100.00,0.00,0.00
17-December-2020,2.61,2.62,2.61,2.62,2.612027158098933074,10310,16,26930.00,10310,100.00,0.01,0.01
16-December-2020,2.85,2.85,2.61,2.61,2.611111111111111111,36,2,94.00,36,100.00,0.24,-0.24
15-December-2020,2.72,2.72,2.72,2.72,2.720000000000000000,1000,1,2720.00,1000,100.00,0.00,0.00
14-December-2020,2.39,2.60,2.39,2.60,2.485454545454545454,1100,3,2734.00,1100,100.00,0.21,0.21
9-December-2020,2.74,2.74,2.48,2.48,2.505258521006552502,18161,10,45498.00,17661,97.25,0.26,-0.26
8-December-2020,2.46,2.61,2.46,2.61,2.583111111111111111,2250,3,5812.00,2250,100.00,0.15,0.15
7-December-2020,2.50,2.50,2.50,2.50,2.500000000000000000,8050,20,20125.00,8050,100.00,0.00,0.00
4-December-2020,2.56,2.69,2.56,2.60,2.567597765363128491,1790,11,4596.00,1740,97.21,0.13,0.04
3-December-2020,2.51,2.65,2.51,2.65,2.635323724548158316,4371,5,11519.00,4200,96.09,0.14,0.14
2-December-2020,2.53,2.53,2.53,2.53,2.529906542056074766,2140,8,5414.00,2140,100.00,0.00,0.00
1-December-2020,2.42,2.42,2.42,2.42,2.420000000000000000,500,1,1210.00,500,100.00,0.00,0.00
25-November-2020,2.31,2.31,2.31,2.31,2.309967141292442497,9130,10,21090.00,9030,98.90,0.00,0.00
24-November-2020,2.30,2.30,2.30,2.30,2.300000000000000000,1470,2,3381.00,1470,100.00,0.00,0.00
23-November-2020,2.39,2.39,2.39,2.39,2.389411764705882352,850,3,2031.00,850,100.00,0.00,0.00
19-November-2020,2.28,2.28,2.28,2.28,2.000000000000000000,1,1,2.00,1,100.00,0.00,0.00
18-November-2020,2.49,2.49,2.35,2.35,2.489300998573466476,701,4,1745.00,700,99.86,0.14,-0.14
17-November-2020,2.46,2.46,2.46,2.46,2.458333333333333333,120,2,295.00,120,100.00,0.00,0.00
12-November-2020,2.83,2.83,2.57,2.57,2.590909090909090909,110,5,285.00,100,90.91,0.26,-0.26
11-November-2020,2.70,2.70,2.70,2.70,2.698245614035087719,285,2,769.00,285,100.00,0.00,0.00
9-November-2020,2.46,2.65,2.46,2.64,2.519063545150501672,1495,6,3766.00,1000,66.89,0.19,0.18
30-October-2020,2.33,2.54,2.33,2.54,2.363882130305487969,3699,6,8744.00,3099,83.78,0.21,0.21
29-October-2020,2.42,2.42,2.42,2.42,2.419774011299435028,1770,2,4283.00,1770,100.00,0.00,0.00
28-October-2020,2.46,2.46,2.46,2.46,2.458333333333333333,120,1,295.00,120,100.00,0.00,0.00
27-October-2020,2.35,2.35,2.35,2.35,2.000000000000000000,1,1,2.00,1,100.00,0.00,0.00
26-October-2020,2.47,2.47,2.47,2.47,2.440000000000000000,25,1,61.00,25,100.00,0.00,0.00
