Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,586.10,592.20,575.10,587.10,585.144081068631966835,10855,384,6351739.00,2937,27.06,17.10,1.00
5-January-2021,590.00,600.90,580.00,586.10,592.748998424487958586,22215,885,13167919.00,6426,28.93,20.90,-3.90
4-January-2021,588.70,594.00,580.85,589.80,588.191651705565529622,17824,662,10483928.00,4290,24.07,13.15,1.10
1-January-2021,583.00,596.95,576.00,590.50,584.324359450427033048,10772,435,6294342.00,1971,18.30,20.95,7.50
31-December-2020,568.00,595.65,568.00,583.00,584.042383618751788122,48934,1982,28579530.00,15821,32.33,27.65,15.00
30-December-2020,543.40,570.70,540.00,568.05,558.007208631755185564,21502,767,11998271.00,6373,29.64,30.70,24.65
29-December-2020,540.00,551.15,538.95,546.45,544.729835734534581181,25751,848,14027338.00,4075,15.82,12.20,6.45
28-December-2020,540.00,546.70,533.00,537.45,541.031352196786577562,28132,1090,15220294.00,6052,21.51,13.70,-2.55
24-December-2020,546.10,564.50,521.80,535.55,548.952619456732351113,27353,1222,15015501.00,8051,29.43,42.70,-10.55
23-December-2020,535.00,564.95,534.80,552.85,555.150784077201447527,34818,1517,19329240.00,10544,30.28,30.15,17.85
22-December-2020,528.00,547.55,508.45,543.25,536.765717520027864855,22968,1012,12328435.00,4823,21.00,39.10,15.25
21-December-2020,539.30,556.75,526.05,531.75,543.264095116588398164,36839,1635,20013306.00,9114,24.74,30.70,-7.55
18-December-2020,557.05,557.05,533.00,539.30,544.775633293124246079,24041,1266,13096951.00,8903,37.03,24.05,-17.75
17-December-2020,535.00,564.15,530.40,559.30,551.293991341991341991,28875,1747,15918614.00,10554,36.55,33.75,24.30
16-December-2020,522.00,542.40,513.30,534.05,533.495817004975562502,45422,2427,24232447.00,21866,48.14,29.10,12.05
15-December-2020,519.25,521.80,510.00,512.30,515.740622273916836289,13756,563,7094528.00,3312,24.08,11.80,-6.95
14-December-2020,524.40,527.30,516.05,517.75,520.617182630376064824,9626,428,5011461.00,2374,24.66,11.25,-6.65
11-December-2020,525.00,541.10,516.00,519.15,526.117510969285999202,12535,661,6594883.00,5319,42.43,25.10,-5.85
